StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Growth_Timer_1_First Click,Growth_Timer_1_Last Click,Growth_Timer_1_Page Submit,Growth_Timer_1_Click Count,Growth_Timer_2_First Click,Growth_Timer_2_Last Click,Growth_Timer_2_Page Submit,Growth_Timer_2_Click Count,Fixed_Timer_1_First Click,Fixed_Timer_1_Last Click,Fixed_Timer_1_Page Submit,Fixed_Timer_1_Click Count,Fixed_Timer_2_First Click,Fixed_Timer_2_Last Click,Fixed_Timer_2_Page Submit,Fixed_Timer_2_Click Count,Percep_Fac_Mindset_1,Percep_Fac_Mindset_2,Percep_Fac_Mindset_3,Percep_Fac_Mindset_4,Percep_Fac_Mindset_5,Percep_Stereo_1,Percep_Stereo_2,Belong_1,Belong_2,Belong_3,Belong_4,Personal_Mindset_1,Personal_Mindset_2,Age,Race_Ethn,Race_Ethn_8_TEXT,Gender,Parental_Education,Current_Student,Current_Student_3_TEXT,Study_Purpose,Additional_Thoughts,Data_Quality,Condition
12/6/25 17:06,12/6/25 17:14,0,100,471,1,12/6/25 17:14,,,,,33.7153,-84.3312,anonymous,EN,4,2.582,91.393,92.577,10,11.73,11.73,65.116,1,,,,,,,,,4,5,5,4,3,4,4,4,5,3,6,1,1,20,1,,2,5,1,,Gather different thoughts,No,2,Growth
12/6/25 17:13,12/6/25 17:20,0,100,375,1,12/6/25 17:20,,,,,47.8388,-122.1985,anonymous,EN,4,0,0,101.946,0,0,0,206.421,0,,,,,,,,,2,2,6,2,2,2,2,5,5,5,2,1,1,22,"4,7",,2,5,1,,course perceptions,,1,Growth
12/6/25 17:22,12/6/25 17:31,0,100,508,1,12/6/25 17:31,,,,,40.8731,-73.8726,anonymous,EN,4,,,,,,,,,83.07,145.154,145.771,11,27.581,38.751,70.367,3,5,6,2,5,4,5,4,5,4,4,3,1,2,23,"2,3",,1,5,2,,To see how those view knowledge and whether they think its innate or not.,,1,Fixed
12/6/25 17:36,12/6/25 17:41,0,100,321,1,12/6/25 17:41,,,,,40.9033,-74.1579,anonymous,EN,4,74.877,83.564,120.561,2,0,0,94.913,0,,,,,,,,,2,2,5,2,2,2,2,5,5,5,2,2,2,23,2,,1,5,1,,idk,no,1,Growth
12/6/25 17:39,12/6/25 17:44,0,100,290,1,12/6/25 17:44,,,,,39.5744,-106.0975,anonymous,EN,4,,,,,,,,,5.13,5.13,7.01,1,1.802,1.802,10.796,1,3,2,5,2,2,2,2,5,5,4,2,1,1,24,1,,2,5,2,,See how people think about people’s intelligence,No,1,Fixed
12/6/25 17:42,12/6/25 17:46,0,100,237,1,12/6/25 17:46,,,,,44.9388,-93.6556,anonymous,EN,4,62.831,62.831,91.554,1,0,0,62.749,0,,,,,,,,,3,3,5,3,3,2,2,3,3,3,5,3,3,22,1,,2,5,1,,to see what people who know syllabi think about one,no,1,Growth
12/6/25 17:40,12/6/25 17:47,0,100,463,1,12/6/25 17:47,,,,,41.8825,-87.7185,anonymous,EN,4,24.844,145.281,155.2,17,8.179,136.085,136.441,17,,,,,,,,,1,1,6,1,1,1,1,1,1,1,6,1,1,24,1,,2,3,2,,Perceptions of expectations ,N/a,1,Growth
12/6/25 17:49,12/6/25 17:52,0,100,206,1,12/6/25 17:52,,,,,28.2284,-82.2043,anonymous,EN,4,,,,,,,,,1.035,26.169,28.101,2,1.784,18.176,19.401,2,3,2,4,2,1,1,1,4,2,2,5,2,2,19,"2,3",,2,4,1,,Perceptions of course syllabus,,1,Fixed
12/6/25 17:51,12/6/25 18:08,0,100,1067,1,12/6/25 18:08,,,,,41.8732,-88.0002,anonymous,EN,4,,,,,,,,,199.27,286.249,300.137,2,2.732,40.772,72.893,4,6,6,1,6,6,4,4,6,6,6,1,1,1,23,1,,2,5,1,,"I think that it is about the idea of having a ""certain amount of intelligence"" and perceptions of professors who believe one way or the other.",Not at this time,1,Fixed
12/6/25 18:15,12/6/25 18:19,0,100,273,1,12/6/25 18:19,,,,,26.2134,-80.2239,anonymous,EN,4,0.896,47.233,96.331,25,1.643,44.383,61.386,20,,,,,,,,,1,1,5,1,1,1,1,4,3,3,3,1,1,21,"3,4",,2,3,1,,"to get the opinions of college students in a course, but also the professor too?",,1,Growth
12/6/25 18:14,12/6/25 18:24,0,100,608,1,12/6/25 18:24,,,,,28.5436,-81.3738,anonymous,EN,4,,,,,,,,,0.188,0.556,85.871,2,0,0,34.219,0,6,6,1,6,6,5,5,1,1,1,6,2,2,23,1,,1,3,1,,To judge how people perceive a class based off the syllabus,,1,Fixed
12/6/25 18:13,12/6/25 18:24,0,100,632,1,12/6/25 18:24,,,,,40.6372,-73.9037,anonymous,EN,4,,,,,,,,,0,0,59.638,0,27.144,27.144,27.7,1,6,5,3,3,5,6,6,5,5,6,1,1,1,23,2,,2,5,2,,Opinions on a college course,,1,Fixed
12/6/25 18:14,12/6/25 18:25,0,100,664,1,12/6/25 18:25,,,,,39.9943,-75.1181,anonymous,EN,4,2.1,99.92,100.794,5,3.402,120.818,121.893,11,,,,,,,,,4,3,6,2,2,1,1,4,4,5,5,3,2,25,1,,2,5,2,,To see what we feel based off of the syllabus ,None,1,Growth
12/6/25 18:26,12/6/25 18:32,0,100,366,1,12/6/25 18:32,,,,,35.2522,-80.8263,anonymous,EN,4,,,,,,,,,60.237,60.237,103.491,1,55.891,56.082,67.817,2,4,6,2,5,5,3,3,3,3,3,5,1,1,22,1,,3,5,2,,Something involving biases held by professors,"This syllabus read very similarly to the syllabi from when *I* took Calculus in college, except that this professor is much more of a, and pardon my french here, much more of an asshole about it.",1,Fixed
12/6/25 18:35,12/6/25 18:50,0,100,856,1,12/6/25 18:50,,,,,26.2681,-80.2092,anonymous,EN,4,0,0,146.14,0,0,0,72.059,0,,,,,,,,,3,2,5,2,2,2,2,4,6,4,4,2,2,24,4,,1,5,2,,I'd guess the purpose of this study is to evaluate a person's immediate impressions of the professor based on the contents of the syllabus.,"I got kind of mixed up in the middle when the ""positive"" and ""negative"" choices were flipped in the middle of the survey (from 1 to 6), so in case I accidently messed something up, based on the syllabus alone, I don't think the professor would treat students differently based on their gender.",1,Growth
12/6/25 18:56,12/6/25 19:03,0,100,443,1,12/6/25 19:03,,,,,33.6069,-112.2822,anonymous,EN,4,,,,,,,,,18.413,147.814,148.625,24,9.036,95.142,96.201,17,6,6,1,6,6,6,5,5,6,6,2,2,3,23,1,,2,5,2,,To see how personal opinions on intelligence affect people’s interpretation of the professor ,,1,Fixed
12/6/25 19:03,12/6/25 19:09,0,100,368,1,12/6/25 19:09,,,,,47.0399,-122.9059,anonymous,EN,4,1.127,90.866,93.538,51,1.181,7.148,71.664,6,,,,,,,,,2,1,6,1,1,2,2,2,2,2,6,1,1,24,"1,3",,3,2,1,,To assess students perception of class syllabi,No,1,Growth
12/6/25 19:06,12/6/25 19:10,0,100,276,1,12/6/25 19:10,,,,,37.9977,-88.9342,anonymous,EN,4,,,,,,,,,1.36,29.867,30.366,11,1.64,15.635,17.401,8,4,4,3,5,4,5,4,4,6,4,4,2,2,25,1,,1,5,2,,To understand how a professor can be perceived based on his course overview. ,Very interesting survey!,1,Fixed
12/6/25 19:29,12/6/25 19:35,0,100,365,1,12/6/25 19:35,,,,,40.5678,-74.1181,anonymous,EN,4,,,,,,,,,0,0,105.251,0,0,0,12.579,0,4,5,5,3,3,3,3,4,4,4,4,3,4,23,4,,1,5,2,,Perception of a syllabus and how we feel toward it. Whether or now we feel as though our intelligence is being attacked.,none,1,Fixed
12/6/25 19:31,12/6/25 19:38,0,100,419,1,12/6/25 19:38,,,,,34.4318,-118.5003,anonymous,EN,4,,,,,,,,,0,0,106.37,0,0,0,46.429,0,5,5,2,6,5,4,5,2,1,2,5,5,5,25,"1,4",,1,5,1,,See how people perceive a syllabus,N/a,1,Fixed
12/6/25 19:27,12/6/25 19:40,0,100,778,1,12/6/25 19:40,,,,,39.1995,-94.5265,anonymous,EN,4,26.349,64.234,108.052,8,39.948,41.293,108.201,6,,,,,,,,,1,1,6,1,1,2,1,4,2,4,3,1,1,22,1,,3,3,1,,To see how individuals would see themselves in this class on a scale such as how if the teacher seems to be an accepting individual or not and how safe or welcome individuals would feel here.,"I personally am not very good at math, but I think it is important that this study does consider this aspect within the syllabus as help and advice is offered throughout it if struggle is to be found.",1,Growth
12/6/25 19:33,12/6/25 19:40,0,100,424,1,12/6/25 19:40,,,,,43.6165,-116.2001,anonymous,EN,4,,,,,,,,,2.7,140.572,156.425,24,1.613,43.244,50.868,9,6,6,1,6,6,5,5,6,6,6,1,1,1,23,1,,1,3,1,,To see our reactions to the excessively negative tone throughout the syllabus and if it would impact our beliefs on one's own ability to improve academically ,None i can think of besides above thoughts. Thanks!,1,Fixed
12/6/25 19:28,12/6/25 19:45,0,100,991,1,12/6/25 19:45,,,,,34.9251,-80.7278,anonymous,EN,4,0,0,117.909,0,0,0,82.119,0,,,,,,,,,2,1,6,2,2,3,3,3,4,4,3,3,4,24,3,,2,6,2,,"Maybe to see if the professor/staff's attempts to be encouraging actually come across that way (as in, do students actually feel that they will be supported academically if they take this class, or do they feel like they will be left behind if they struggle at all).","Based on the syllabus, I would worry about how emergency situations are handled, and if missing an exam wouldn't be accommodated in that extenuating circumstance. I would probably not enjoy the homework frequency, as I was more used to weekly problem sets.",1,Growth
12/6/25 20:34,12/6/25 20:41,0,100,414,1,12/6/25 20:41,,,,,40.7429,-73.9392,anonymous,EN,4,28.545,144.042,145.466,89,3.18,45.164,96.852,47,,,,,,,,,1,1,6,1,1,2,2,3,4,4,2,3,3,22,4,,2,6,2,,How students perceive professors and a class based on the syllabus,I graduated 6 months ago,1,Growth
12/6/25 20:36,12/6/25 20:42,0,100,321,1,12/6/25 20:42,,,,,36.0913,-80.3271,anonymous,EN,4,,,,,,,,,0,0,100.752,0,0,0,48.226,0,5,5,2,5,5,4,4,5,5,5,5,2,2,21,1,,2,5,1,,perceptions on professors and intelligence,,1,Fixed
12/6/25 20:50,12/6/25 20:57,0,100,432,1,12/6/25 20:57,,,,,26.7165,-80.0679,anonymous,EN,4,,,,,,,,,0,0,4.252,0,0,0,4.042,0,4,3,4,3,4,4,3,4,5,4,3,4,5,32,1,,1,4,2,,I think the study is about the college students course impressions.,none,1,Fixed
12/6/25 20:51,12/6/25 20:58,0,100,410,1,12/6/25 20:58,,,,,32.6126,-90.0367,anonymous,EN,4,1.77,65.515,140.342,19,1.064,25.801,128.02,13,,,,,,,,,1,3,5,1,1,3,3,3,3,3,3,3,3,19,3,,2,2,1,,Learn about student’s ideologies of professors ,No,1,Growth
12/6/25 21:04,12/6/25 21:13,0,100,540,1,12/6/25 21:13,,,,,41.964,-87.8175,anonymous,EN,4,,,,,,,,,1.992,180.965,204.27,16,2.503,104.096,123.624,11,5,6,3,6,5,5,5,6,6,6,1,1,1,24,1,,2,5,1,,To see how instructors are perceived through their syllabus,,1,Fixed
12/6/25 21:10,12/6/25 21:16,0,100,355,1,12/6/25 21:16,,,,,47.6711,-122.1253,anonymous,EN,4,1.311,108.046,108.911,39,37.788,76.985,81.533,20,,,,,,,,,3,3,5,2,2,2,2,3,4,4,3,4,5,22,4,,1,4,1,,I think it is to see how people react to a certain college syllabus.,No.,1,Growth
12/6/25 21:12,12/6/25 21:20,0,100,451,1,12/6/25 21:20,,,,,36.2038,-115.2255,anonymous,EN,4,,,,,,,,,0.556,37.625,47.255,21,0.636,47.014,48.528,14,4,5,2,4,5,3,3,5,4,5,2,1,1,25,"1,2",,1,5,2,,To evaluate a course syllabus and answer questions about it.,Thank you for the opportunity to participate ,1,Fixed
12/6/25 21:24,12/6/25 21:31,0,100,388,1,12/6/25 21:31,,,,,34.0297,-84.1469,anonymous,EN,4,1.388,95.272,97.467,14,33.869,77.508,79.773,8,,,,,,,,,4,2,5,2,2,1,1,1,1,2,5,1,1,25,6,,2,6,2,,Review the syllabus of a college course,The syllabus was comprehensive!,1,Growth
11/30/25 20:29,11/30/25 20:37,0,90,460,0,12/7/25 20:37,,,,,37.423,-122.1639,anonymous,EN,4,,,,,,,,,121.989,130.598,137.172,8,11.954,49.008,50.563,17,,,,,,,,,,,,,,,,,,,,,,,,Fixed
12/1/25 4:44,12/1/25 4:45,0,56,32,0,12/8/25 4:45,,,,,37.1261,-122.1222,anonymous,EN,4,,,,,,,,,0,0,4.258,0,0,0,1.942,0,4,3,5,2,3,4,3,,,,,,,,,,,,,,,,,Fixed
12/1/25 15:09,12/1/25 15:11,0,22,132,0,12/8/25 15:11,,,,,33.7015,-117.7528,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth
12/3/25 14:20,12/3/25 14:23,0,22,195,0,12/10/25 14:23,,,,,29.8737,-97.9361,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth
